date,spy_equity_$,spy_drawdown_%,strategy_equity_$,strategy_drawdown_%
2024-09-19,14434.959658041837,0.0,17939.0,-6.6794985174010275
2024-09-20,14368.06029794876,-0.4634537378551351,17939.0,-6.6794985174010275
2024-09-23,14410.299213395048,-0.1708383343700381,18089.0,-5.899183270041098
2024-09-24,14444.444444444443,0.0,18170.0,-5.477813036466728
2024-09-25,14416.116549055316,-0.1961161988478066,17860.0,-7.090464547677266
2024-09-26,14476.81918203202,0.0,17860.0,-7.090464547677266
2024-09-27,14450.261780104714,-0.1834477697992387,17860.0,-7.090464547677266
2024-09-30,14502.364873409717,0.0,17860.0,-7.090464547677266
2024-10-01,14395.401775552016,-0.7375562454218665,18460.0,-3.969203558237533
2024-10-02,14387.02987075398,-0.7952841047821568,18460.0,-3.969203558237533
2024-10-03,14360.978324101476,-0.9749206459939042,18834.0,-2.023617541486755
2024-10-04,14487.947998077752,-0.0994105130977529,18834.0,-2.023617541486755
2024-10-07,14364.77223866252,-0.948759984652392,18834.0,-2.023617541486755
2024-10-08,14490.47727445178,-0.0819700722034078,18834.0,-2.023617541486755
2024-10-09,14591.901257050358,0.0,18834.0,-2.023617541486755
2024-10-10,14570.65533550851,-0.14560077653748,18834.0,-2.023617541486755
2024-10-11,14659.938791511748,0.0,18834.0,-2.023617541486755
2024-10-14,14778.05599817892,0.0,18834.0,-2.023617541486755
2024-10-15,14667.273692996434,-0.7496405832819852,18424.0,-4.1564792176039145
2024-10-16,14723.676556137289,-0.3679742589169588,18424.0,-4.1564792176039145
2024-10-17,14734.299516908217,-0.2960909153145619,18424.0,-4.1564792176039145
2024-10-18,14784.632116751398,0.0,18424.0,-4.1564792176039145
2024-10-21,14761.868629385131,-0.1539672220891685,18424.0,-4.1564792176039145
2024-10-22,14747.704681690568,-0.2497690491668702,18424.0,-4.1564792176039145
2024-10-23,14613.905961504415,-1.1547541656687257,18424.0,-4.1564792176039145
2024-10-24,14657.156587500316,-0.8622164436993263,18424.0,-4.1564792176039145
2024-10-25,14645.774843817186,-0.939200054743894,18544.0,-3.532227019715961
2024-10-28,14688.013759263476,-0.653505320422898,18544.0,-3.532227019715961
2024-10-29,14721.14727976326,-0.4293974749375651,18544.0,-3.532227019715961
2024-10-30,14645.52191617978,-0.940910801656003,18544.0,-3.532227019715961
2024-10-31,14398.285150618409,-2.6131659082355374,18544.0,-3.532227019715961
2024-11-01,14452.285201203937,-2.24792144250181,18544.0,-3.532227019715961
2024-11-04,14409.919821938944,-2.5344715502788495,18544.0,-3.532227019715961
2024-11-05,14588.107342489311,-1.329250350703126,18544.0,-3.532227019715961
2024-11-06,14954.599489086171,0.0,18544.0,-3.532227019715961
2024-11-07,15062.597060980854,0.0,18544.0,-3.532227019715961
2024-11-08,15132.660545817844,0.0,18684.0,-2.803932788846697
2024-11-11,15134.17811164226,0.0,19094.0,-0.6710711127295377
2024-11-12,15101.297518779878,-0.2172605120663084,19094.0,-0.6710711127295377
2024-11-13,15105.091433340922,-0.192191991443269,19244.0,0.0
2024-11-14,15005.18501656676,-0.8523297011832298,19244.0,0.0
2024-11-15,15010.382679515393,-0.8179858279296681,19034.0,-1.0912492205362723
2024-11-18,14876.19192149126,-1.7046594023664707,19034.0,-1.0912492205362723
2024-11-19,14940.68846902901,-1.2784945517748558,19034.0,-1.0912492205362723
2024-11-20,14940.182613754208,-1.2818370211912455,19255.0,0.0
